10/01/2025,PAYROLL DEPOSIT     ,,1200.00,200.00
10/02/2025,TD VISA      L8Y6Z9 ,650.00,,-450.00
10/03/2025,STARBUCKS 800-7   _V,8.50,,-458.50
10/04/2025,UBER CANADA/UBE   _V,45.20,,-503.70
10/05/2025,UBER EATS DELIVERY  ,67.89,,-571.59
10/06/2025,CHICK-FIL-A KIT     ,42.30,,-613.89
10/07/2025,TD VISA      W8Q6R7 ,525.00,,-1138.89
10/08/2025,STARBUCKS 800-7   _V,9.45,,-1148.34
10/09/2025,UBER CANADA/UBE   _V,38.50,,-1186.84
10/10/2025,DOORDASH DELIVERY   ,89.67,,-1276.51
10/11/2025,TD VISA      Z7K5X6 ,620.00,,-1896.51
10/12/2025,STARBUCKS 800-7   _V,7.29,,-1903.80
10/13/2025,PAYROLL DEPOSIT     ,,1200.00,-703.80
10/14/2025,TD VISA      A5H7L3 ,850.00,,-1553.80
10/15/2025,UBER EATS DELIVERY  ,78.90,,-1632.70
10/16/2025,STARBUCKS 800-7   _V,8.50,,-1641.20
10/17/2025,CHICK-FIL-A KIT     ,56.78,,-1697.98
10/18/2025,TD VISA      J6R2U4 ,580.00,,-2277.98
10/19/2025,UBER CANADA/UBE   _V,52.40,,-2330.38
10/20/2025,STARBUCKS 800-7   _V,9.45,,-2339.83
10/21/2025,DOORDASH DELIVERY   ,95.23,,-2435.06
10/22/2025,TD VISA      W8Q6R7 ,775.00,,-3210.06
10/23/2025,STARBUCKS 800-7   _V,7.29,,-3217.35
10/24/2025,UBER EATS DELIVERY  ,82.50,,-3299.85
10/25/2025,TD VISA      Z7K5X6 ,650.00,,-3949.85
10/26/2025,PAYROLL DEPOSIT     ,,1200.00,-2749.85
10/27/2025,CHICK-FIL-A KIT     ,48.90,,-2798.75
10/28/2025,TD VISA      A5H7L3 ,820.00,,-3618.75
10/29/2025,STARBUCKS 800-7   _V,8.50,,-3627.25
10/30/2025,UBER CANADA/UBE   _V,41.20,,-3668.45
10/31/2025,DOORDASH DELIVERY   ,73.45,,-3741.90
11/01/2025,TD VISA      J6R2U4 ,790.00,,-4531.90
11/02/2025,PAYROLL DEPOSIT     ,,1200.00,-3331.90
11/03/2025,STARBUCKS 800-7   _V,9.45,,-3341.35
11/04/2025,UBER EATS DELIVERY  ,91.67,,-3433.02
11/05/2025,TD VISA      W8Q6R7 ,950.00,,-4383.02
11/06/2025,CHICK-FIL-A KIT     ,52.30,,-4435.32
11/07/2025,STARBUCKS 800-7   _V,7.29,,-4442.61
11/08/2025,UBER CANADA/UBE   _V,46.80,,-4489.41
11/09/2025,TD VISA      Z7K5X6 ,880.00,,-5369.41
11/10/2025,DOORDASH DELIVERY   ,86.90,,-5456.31
11/11/2025,STARBUCKS 800-7   _V,8.50,,-5464.81
11/12/2025,PAYROLL DEPOSIT     ,,1200.00,-4264.81
11/13/2025,TD VISA      A5H7L3 ,1000.00,,-5264.81
11/14/2025,CHICK-FIL-A KIT     ,64.50,,-5329.31
11/15/2025,STARBUCKS 800-7   _V,9.45,,-5338.76
11/16/2025,UBER EATS DELIVERY  ,99.23,,-5438.99
11/17/2025,TD VISA      J6R2U4 ,920.00,,-6358.99
11/18/2025,UBER CANADA/UBE   _V,38.50,,-6397.49
11/19/2025,STARBUCKS 800-7   _V,7.29,,-6404.78
11/20/2025,DOORDASH DELIVERY   ,94.67,,-6499.45
11/21/2025,TD VISA      W8Q6R7 ,1050.00,,-7549.45
11/22/2025,CHICK-FIL-A KIT     ,58.90,,-7608.35
11/23/2025,STARBUCKS 800-7   _V,8.50,,-7616.85
11/24/2025,PAYROLL DEPOSIT     ,,1200.00,-6416.85
11/25/2025,UBER EATS DELIVERY  ,88.45,,-6505.30
11/26/2025,TD VISA      Z7K5X6 ,980.00,,-7485.30
11/27/2025,STARBUCKS 800-7   _V,9.45,,-7494.75
11/28/2025,UBER CANADA/UBE   _V,42.60,,-7537.35
11/29/2025,TD VISA      A5H7L3 ,1100.00,,-8637.35
11/30/2025,CHICK-FIL-A KIT     ,71.23,,-8708.58
12/01/2025,STARBUCKS 800-7   _V,7.29,,-8715.87
12/02/2025,DOORDASH DELIVERY   ,97.89,,-8813.76
12/03/2025,TD VISA      J6R2U4 ,1020.00,,-9833.76
12/03/2025,UBER EATS DELIVERY  ,103.45,,-9937.21
12/03/2025,STARBUCKS 800-7   _V,8.50,,-9945.71
